mol_id,melting_point,n_atoms
mol_001164,372.15,39
mol_001165,372.15,17
mol_001166,372.15,30
mol_001167,372.15,35
mol_001168,371.65,21
mol_001169,371.65,37
mol_001170,371.65,48
mol_001171,371.65,28
mol_001172,371.65,21
mol_001173,371.65,37
mol_001174,371.65,21
mol_001175,371.65,44
mol_001176,371.65,39
mol_001177,371.65,33
mol_001178,371.65,22
mol_001179,371.65,37
mol_001180,371.65,37
mol_001181,371.65,36
mol_001182,371.65,30
mol_001183,371.65,28
mol_001184,371.65,28
mol_001185,371.65,29
mol_001186,371.65,28
mol_001187,371.65,35
mol_001188,371.65,30
mol_001189,371.65,30
mol_001190,371.65,31
mol_001191,371.65,33
mol_001192,371.65,23
mol_001193,371.65,34
mol_001194,370.3,37
mol_001195,371.0,37
mol_001196,370.25,29
mol_001197,371.0,32
mol_001198,370.9,31
mol_001199,370.35,32
mol_001200,370.2,31
mol_001201,370.9,22
mol_001202,370.65,30
mol_001203,370.65,39
mol_001204,370.55,28
mol_001205,370.15,28
mol_001206,370.15,16
mol_001207,370.15,24
mol_001208,370.15,37
mol_001209,370.15,31
mol_001210,370.15,18
mol_001211,370.15,35
mol_001212,370.15,37
mol_001213,370.15,19
mol_001214,370.15,24
mol_001215,370.15,23
mol_001216,370.0,26
mol_001217,369.9,32
mol_001218,369.9,28
mol_001219,369.9,15
mol_001220,369.9,31
mol_001221,369.9,39
mol_001222,369.9,40
mol_001223,369.8,31
mol_001224,369.75,28
mol_001225,369.7,30
mol_001226,375.15,38
mol_001227,370.1,18
mol_001228,369.95,47
mol_001229,370.35,30
mol_001230,369.85,31
mol_001231,369.85,36
mol_001232,369.7,26
mol_001233,371.45,34
mol_001234,370.35,33
mol_001235,369.7,23
mol_001236,370.9,22
mol_001237,370.65,33
mol_001238,370.65,34
mol_001239,370.65,38
mol_001240,370.65,27
mol_001241,370.65,28
mol_001242,370.65,24
mol_001243,370.65,33
mol_001244,370.65,27
mol_001245,370.65,39
mol_001246,370.65,32
mol_001247,370.65,26
mol_001248,370.65,38
mol_001249,370.65,29
mol_001250,370.65,28
mol_001251,370.65,49
mol_001252,370.65,41
mol_001253,370.65,42
mol_001254,370.65,37
mol_001255,370.65,30
mol_001256,370.65,33
mol_001257,370.65,20
mol_001258,370.65,36
mol_001259,370.65,35
mol_001260,370.4,33
mol_001261,370.4,14
mol_001262,370.15,35
mol_001263,370.15,18
mol_001264,370.15,18
mol_001265,370.15,32
mol_001266,370.15,27
mol_001267,370.15,27
mol_001268,370.15,26
mol_001269,370.15,27
mol_001270,370.15,25
mol_001271,370.15,30
mol_001272,370.15,42
mol_001273,370.15,38
mol_001274,370.15,25
mol_001275,370.15,32
mol_001276,370.15,30
mol_001277,370.15,26
mol_001278,370.15,30
mol_001279,370.15,18
mol_001280,370.15,39
mol_001281,370.15,38
mol_001282,370.15,23
mol_001283,370.15,22
mol_001284,370.15,27
mol_001285,370.15,39
mol_001286,370.15,29
mol_001287,370.15,23
mol_001288,370.15,31
mol_001289,370.15,32
mol_001290,370.15,29
mol_001291,370.15,22
mol_001292,370.15,47
mol_001293,370.15,32
mol_001294,370.15,22
mol_001295,370.15,19
mol_001296,370.15,20
mol_001297,370.15,26
mol_001298,370.15,26
mol_001299,370.15,28
mol_001300,370.15,23
mol_001301,370.15,28
mol_001302,370.15,26
mol_001303,370.15,29
mol_001304,370.15,36
mol_001305,370.15,37
mol_001306,370.15,34
mol_001307,370.15,35
mol_001308,370.15,30
mol_001309,370.15,41
mol_001310,370.15,31
mol_001311,370.15,34
mol_001312,370.15,42
mol_001313,370.15,41
mol_001314,370.15,22
mol_001315,370.15,27
mol_001316,370.15,24
mol_001317,370.15,32
mol_001318,370.15,26
mol_001319,370.15,32
mol_001320,370.15,34
mol_001321,370.15,27
mol_001322,370.15,37
mol_001323,370.15,38
mol_001324,370.15,29
mol_001325,370.15,23
mol_001326,370.15,41
mol_001327,370.15,25
mol_001328,370.15,39
mol_001329,370.15,32
mol_001330,370.15,41
mol_001331,370.15,36
mol_001332,370.15,24
mol_001333,370.15,25
mol_001334,370.15,29
mol_001335,370.15,21
mol_001336,370.15,18
mol_001337,370.15,27
mol_001338,370.15,28
mol_001339,370.15,23
mol_001340,370.15,29
mol_001341,370.15,50
mol_001342,370.15,38
mol_001343,370.15,31
mol_001344,370.15,29
mol_001345,370.15,35
mol_001346,370.15,41
mol_001347,370.15,44
mol_001348,370.15,27
mol_001349,370.15,38
mol_001350,370.15,40
mol_001351,370.15,35
mol_001352,370.15,27
mol_001353,370.15,50
mol_001354,370.15,45
mol_001355,370.15,39
mol_001356,370.15,32
mol_001357,370.15,21
mol_001358,370.15,30
mol_001359,370.15,34
mol_001360,370.15,32
mol_001361,370.15,37
mol_001362,370.15,39
mol_001363,370.15,40
mol_001364,370.15,27
mol_001365,370.15,35
mol_001366,370.15,33
mol_001367,370.15,30
mol_001368,370.15,34
mol_001369,370.15,37
mol_001370,370.15,39
mol_001371,370.15,28
mol_001372,370.15,45
mol_001373,370.15,34
mol_001374,370.15,38
mol_001375,370.15,32
mol_001376,370.15,28
mol_001377,370.15,43
mol_001378,370.15,34
mol_001379,370.15,32
mol_001380,370.15,40
mol_001381,370.15,43
mol_001382,370.15,34
mol_001383,370.15,33
mol_001384,370.15,34
mol_001385,370.15,31
mol_001386,370.15,36
mol_001387,370.15,26
mol_001388,370.15,24
mol_001389,370.15,32
mol_001390,370.15,23
mol_001391,370.15,21
mol_001392,370.15,30
mol_001393,370.15,30
mol_001394,370.15,27
mol_001395,370.15,33
mol_001396,370.15,36
mol_001397,370.15,22
mol_001398,370.15,29
mol_001399,370.15,26
mol_001400,370.15,26
mol_001401,370.15,36
mol_001402,370.15,31
mol_001403,370.15,32
mol_001404,370.15,24
mol_001405,370.15,20
mol_001406,370.15,30
mol_001407,370.15,28
mol_001408,370.15,31
mol_001409,370.15,28
mol_001410,370.15,36
mol_001411,370.15,45
mol_001412,370.15,35
mol_001413,370.15,38
mol_001414,370.15,44
mol_001415,370.15,36
mol_001416,370.05,31
mol_001417,369.9,19
mol_001418,369.9,30
mol_001419,369.9,44
mol_001420,369.9,29
mol_001421,369.9,21
mol_001422,369.9,28
mol_001423,369.9,36
mol_001424,369.65,30
mol_001425,369.65,34
mol_001426,369.65,18
mol_001427,369.65,41
mol_001428,369.65,18
mol_001429,369.65,32
mol_001430,369.65,20
mol_001431,369.65,29
mol_001432,369.65,36
mol_001433,369.65,29
mol_001434,369.65,29
mol_001435,369.65,21
mol_001436,369.65,24
mol_001437,369.65,20
mol_001438,369.65,21
mol_001439,369.65,43
mol_001440,369.65,31
mol_001441,369.65,33
mol_001442,369.65,31
mol_001443,369.65,18
mol_001444,369.65,32
mol_001445,369.65,23
mol_001446,369.65,22
mol_001447,369.65,38
mol_001448,369.65,32
mol_001449,369.65,45
mol_001450,369.65,16
mol_001451,369.65,26
mol_001452,369.65,16
mol_001453,369.65,29
mol_001454,369.65,26
mol_001455,369.65,31
mol_001456,369.65,20
mol_001457,369.65,22
mol_001458,369.65,25
mol_001459,369.65,39
mol_001460,369.65,29
mol_001461,369.65,31
mol_001462,369.65,31
mol_001463,369.65,39
mol_001464,369.65,36
mol_001465,369.65,19
mol_001466,369.65,38
mol_001467,369.65,31
mol_001468,369.65,29
mol_001469,369.65,30
mol_001470,369.65,38
mol_001471,369.65,34
mol_001472,369.65,35
mol_001473,369.65,34
mol_001474,369.65,38
mol_001475,369.65,37
mol_001476,369.65,34
mol_001477,369.65,33
mol_001478,369.65,31
mol_001479,369.65,27
mol_001480,369.65,44
mol_001481,369.65,37
mol_001482,369.65,27
mol_001483,369.65,25
mol_001484,369.65,38
mol_001485,369.65,24
mol_001486,369.65,33
mol_001487,369.65,44
mol_001488,369.65,26
mol_001489,369.65,43
mol_001490,369.65,14
mol_001491,369.65,27
mol_001492,369.65,40
mol_001493,369.65,27
mol_001494,369.65,34
mol_001495,369.65,21
mol_001496,369.65,23
mol_001497,369.65,32
mol_001498,369.65,24
mol_001499,369.65,16
mol_001500,369.65,24
mol_001501,369.65,18
mol_001502,369.65,16
mol_001503,369.65,27
mol_001504,369.65,17
mol_001505,369.65,28
mol_001506,369.65,30
mol_001507,369.65,30
mol_001508,369.65,47
mol_001509,369.65,35
mol_001510,369.65,22
mol_001511,369.65,25
mol_001512,369.65,31
mol_001513,369.65,46
mol_001514,369.65,36
mol_001515,369.65,33
mol_001516,369.65,32
mol_001517,369.65,32
mol_001518,369.65,42
mol_001519,369.65,43
mol_001520,369.65,49
mol_001521,369.65,38
mol_001522,369.65,28
mol_001523,369.65,38
mol_001524,369.65,29
mol_001525,369.65,30
mol_001526,369.65,40
mol_001527,369.65,39
mol_001528,369.65,35
mol_001529,369.65,27
mol_001530,369.65,31
mol_001531,369.65,41
mol_001532,369.65,45
mol_001533,369.65,36
mol_001534,369.65,33
mol_001535,369.65,31
mol_001536,369.65,30
mol_001537,369.65,33
mol_001538,369.65,32
mol_001539,369.65,28
mol_001540,369.65,31
mol_001541,369.65,31
mol_001542,369.65,34
mol_001543,369.65,32
mol_001544,369.65,21
mol_001545,369.65,23
mol_001546,369.65,18
mol_001547,369.65,26
mol_001548,369.65,37
mol_001549,369.65,30
mol_001550,369.65,23
mol_001551,369.65,41
mol_001552,369.65,41
mol_001553,369.65,38
mol_001554,369.65,30
mol_001555,369.65,45
mol_001556,369.65,38
mol_001557,369.65,27
mol_001558,369.65,31
mol_001559,369.65,38
mol_001560,369.65,39
mol_001561,369.65,25
mol_001562,369.65,19
mol_001563,369.65,44
mol_001564,369.65,27
mol_001565,369.65,37
mol_001566,369.65,18
mol_001567,369.65,15
mol_001568,369.65,28
mol_001569,369.65,36
mol_001570,369.65,28
mol_001571,369.65,35
mol_001572,369.65,37
mol_001573,369.65,36
mol_001574,369.65,25
mol_001575,369.65,35
mol_001576,369.65,38
mol_001577,369.65,39
mol_001578,369.65,36
mol_001579,369.65,36
mol_001580,369.65,25
mol_001581,369.65,43
mol_001582,369.4,26
mol_001583,369.4,28
mol_001584,369.4,41
mol_001585,369.4,33
mol_001586,373.15,40
mol_001587,373.15,45
mol_001588,372.15,24
mol_001589,371.15,43
mol_001590,371.15,35
mol_001591,371.15,22
mol_001592,371.15,33
mol_001593,371.15,38
mol_001594,371.15,33
mol_001595,371.15,36
mol_001596,371.15,39
mol_001597,371.15,29
mol_001598,371.15,42
mol_001599,371.15,29
mol_001600,369.85,32
mol_001601,369.45,30
mol_001602,369.75,22
mol_001603,369.25,39
mol_001604,369.9,37
mol_001605,369.1,36
mol_001606,369.05,24
mol_001607,369.8,28
mol_001608,369.65,28
mol_001609,369.65,22
mol_001610,369.65,27
mol_001611,369.4,32
mol_001612,369.4,36
mol_001613,369.4,42
mol_001614,369.15,27
mol_001615,369.15,34
mol_001616,369.15,30
mol_001617,369.15,34
mol_001618,369.15,45
mol_001619,369.15,45
mol_001620,369.15,36
mol_001621,369.15,38
mol_001622,369.15,29
mol_001623,369.15,16
mol_001624,369.15,41
mol_001625,369.15,29
mol_001626,369.15,31
mol_001627,369.15,36
mol_001628,369.15,24
mol_001629,369.1,40
mol_001630,369.1,30
mol_001631,369.05,26
mol_001632,369.05,22
mol_001633,368.9,26
mol_001634,368.9,30
mol_001635,368.9,20
mol_001636,368.9,38
mol_001637,368.9,20
mol_001638,368.9,40
mol_001639,368.9,23
mol_001640,368.9,32
mol_001641,368.9,29
mol_001642,368.7,25
mol_001643,369.05,25
mol_001644,369.45,18
mol_001645,369.05,37
mol_001646,368.95,40
mol_001647,370.15,24
mol_001648,370.15,35
mol_001649,370.15,41
mol_001650,370.15,30
mol_001651,369.65,15
mol_001652,369.65,8
mol_001653,369.65,36
mol_001654,369.65,29
mol_001655,369.65,18
mol_001656,369.65,35
mol_001657,369.65,25
mol_001658,369.65,26
mol_001659,369.65,22
mol_001660,369.65,29
mol_001661,369.65,24
mol_001662,369.65,37
mol_001663,369.65,45
mol_001664,369.65,36
mol_001665,369.65,22
mol_001666,369.65,16
mol_001667,369.65,28
mol_001668,369.65,27
mol_001669,369.65,39
mol_001670,369.65,40
mol_001671,369.65,34
mol_001672,369.65,36
mol_001673,369.65,26
mol_001674,369.65,43
mol_001675,369.65,23
mol_001676,369.65,19
mol_001677,369.65,45
mol_001678,369.65,42
mol_001679,369.65,36
mol_001680,369.15,28
mol_001681,369.15,24
mol_001682,369.15,43
mol_001683,369.15,27
mol_001684,369.15,22
mol_001685,369.15,37
mol_001686,369.15,21
mol_001687,369.15,19
mol_001688,369.15,25
mol_001689,369.15,18
mol_001690,369.15,38
mol_001691,369.15,35
mol_001692,369.15,31
mol_001693,369.15,40
mol_001694,369.15,31
mol_001695,369.15,36
mol_001696,369.15,30
mol_001697,369.15,25
mol_001698,369.15,37
mol_001699,369.15,41
mol_001700,369.15,40
mol_001701,369.15,32
mol_001702,369.15,38
mol_001703,369.15,27
mol_001704,369.15,27
mol_001705,369.15,30
mol_001706,369.15,29
mol_001707,369.15,35
mol_001708,369.15,28
mol_001709,369.15,20
mol_001710,369.15,17
mol_001711,369.15,24
mol_001712,369.15,26
mol_001713,369.15,26
mol_001714,369.15,28
mol_001715,369.15,31
mol_001716,369.15,23
mol_001717,369.15,33
mol_001718,369.15,23
mol_001719,369.15,20
mol_001720,369.15,31
mol_001721,369.15,34
mol_001722,369.15,18
mol_001723,369.15,27
mol_001724,369.15,23
mol_001725,369.15,32
mol_001726,369.15,28
mol_001727,369.15,28
mol_001728,369.15,33
mol_001729,369.15,30
mol_001730,369.15,24
mol_001731,369.15,27
mol_001732,369.15,29
mol_001733,369.15,23
mol_001734,369.15,34
mol_001735,369.15,36
mol_001736,369.15,33
mol_001737,369.15,36
mol_001738,369.15,28
mol_001739,369.15,25
mol_001740,369.15,34
mol_001741,369.15,20
mol_001742,369.15,29
mol_001743,369.15,31
mol_001744,369.15,29
mol_001745,369.15,21
mol_001746,369.15,34
mol_001747,369.15,37
mol_001748,369.15,37
mol_001749,369.15,33
mol_001750,369.15,43
mol_001751,369.15,36
mol_001752,369.15,30
mol_001753,369.15,34
mol_001754,369.15,42
mol_001755,369.15,37
mol_001756,369.15,37
mol_001757,369.15,31
mol_001758,369.15,34
mol_001759,369.15,30
mol_001760,369.15,29
mol_001761,369.15,30
mol_001762,369.15,28
mol_001763,369.15,33
mol_001764,369.15,36
mol_001765,369.15,36
mol_001766,369.15,30
mol_001767,369.15,27
mol_001768,369.15,44
mol_001769,369.15,34
mol_001770,369.15,35
mol_001771,369.15,32
mol_001772,369.15,35
mol_001773,369.15,29
mol_001774,369.15,42
mol_001775,369.15,32
mol_001776,369.15,25
mol_001777,369.15,33
mol_001778,369.15,32
mol_001779,369.15,30
mol_001780,369.15,27
mol_001781,369.15,45
mol_001782,369.15,18
mol_001783,369.15,33
mol_001784,369.15,33
mol_001785,369.15,19
mol_001786,369.15,20
mol_001787,369.15,40
mol_001788,369.15,36
mol_001789,369.15,39
mol_001790,369.15,45
mol_001791,369.15,36
mol_001792,369.15,39
mol_001793,369.15,39
mol_001794,369.15,22
mol_001795,369.15,35
mol_001796,369.15,24
mol_001797,369.15,29
mol_001798,369.15,30
mol_001799,369.15,22
mol_001800,369.15,42
mol_001801,369.15,26
mol_001802,369.15,42
mol_001803,369.15,22
mol_001804,369.15,20
mol_001805,369.15,31
mol_001806,369.15,13
mol_001807,369.15,32
mol_001808,369.15,29
mol_001809,369.15,42
mol_001810,369.15,39
mol_001811,369.15,33
mol_001812,369.15,36
mol_001813,369.15,45
mol_001814,369.15,43
mol_001815,368.9,28
mol_001816,368.9,28
mol_001817,368.9,20
mol_001818,368.9,41
mol_001819,368.9,23
mol_001820,368.9,35
mol_001821,368.75,33
mol_001822,368.65,16
mol_001823,368.65,36
mol_001824,368.65,18
mol_001825,368.65,27
mol_001826,368.65,28
mol_001827,368.65,22
mol_001828,368.65,17
mol_001829,368.65,28
mol_001830,368.65,24
mol_001831,368.65,34
mol_001832,368.65,33
mol_001833,368.65,31
mol_001834,368.65,15
mol_001835,368.65,33
mol_001836,368.65,25
mol_001837,368.65,22
mol_001838,368.65,34
mol_001839,368.65,23
mol_001840,368.65,31
mol_001841,368.65,43
mol_001842,368.65,34
mol_001843,368.65,28
mol_001844,368.65,24
mol_001845,368.65,22
mol_001846,368.65,30
mol_001847,368.65,30
mol_001848,368.65,31
mol_001849,368.65,25
mol_001850,368.65,34
mol_001851,368.65,29
mol_001852,368.65,25
mol_001853,368.65,24
mol_001854,368.65,30
mol_001855,368.65,14
mol_001856,368.65,22
mol_001857,368.65,33
mol_001858,368.65,34
mol_001859,368.65,33
mol_001860,368.65,29
mol_001861,368.65,42
mol_001862,368.65,30
mol_001863,368.65,40
mol_001864,368.65,24
mol_001865,368.65,34
mol_001866,368.65,37
mol_001867,368.65,31
mol_001868,368.65,38
mol_001869,368.65,21
mol_001870,368.65,35
mol_001871,368.65,30
mol_001872,368.65,37
mol_001873,368.65,29
mol_001874,368.65,25
mol_001875,368.65,23
mol_001876,368.65,24
mol_001877,368.65,26
mol_001878,368.65,37
mol_001879,368.65,29
mol_001880,368.65,35
mol_001881,368.65,33
mol_001882,368.65,37
mol_001883,368.65,34
mol_001884,368.65,29
mol_001885,368.65,28
mol_001886,368.65,36
mol_001887,368.65,21
mol_001888,368.65,31
mol_001889,368.65,25
mol_001890,368.65,32
mol_001891,368.65,34
mol_001892,368.65,34
mol_001893,368.65,47
mol_001894,368.65,26
mol_001895,368.65,24
mol_001896,368.65,35
mol_001897,368.65,30
mol_001898,368.65,29
mol_001899,368.65,34
mol_001900,368.65,25
mol_001901,368.65,15
mol_001902,368.65,28
mol_001903,368.65,26
mol_001904,368.65,31
mol_001905,368.65,35
mol_001906,368.65,35
mol_001907,368.65,35
mol_001908,368.65,39
mol_001909,368.65,36
mol_001910,368.65,31
mol_001911,368.65,35
mol_001912,368.65,33
mol_001913,368.65,38
mol_001914,368.65,23
mol_001915,368.65,25
mol_001916,368.65,38
mol_001917,368.65,36
mol_001918,368.65,37
mol_001919,368.65,29
mol_001920,368.65,35
mol_001921,368.65,44
mol_001922,368.65,35
mol_001923,368.65,46
mol_001924,368.65,37
mol_001925,368.65,40
mol_001926,368.65,30
mol_001927,368.65,26
mol_001928,368.65,35
mol_001929,368.65,40
mol_001930,368.65,39
mol_001931,368.65,25
mol_001932,368.65,30
mol_001933,368.65,35
mol_001934,368.65,35
mol_001935,368.65,18
mol_001936,368.65,33
mol_001937,368.65,20
mol_001938,368.65,20
mol_001939,368.65,32
mol_001940,368.65,34
mol_001941,368.65,38
mol_001942,368.65,30
mol_001943,368.65,28
mol_001944,368.65,24
mol_001945,368.65,29
mol_001946,368.65,42
mol_001947,368.65,33
mol_001948,368.65,34
mol_001949,368.65,32
mol_001950,368.65,16
mol_001951,368.65,37
mol_001952,368.65,37
mol_001953,368.65,43
mol_001954,368.65,44
mol_001955,368.65,42
mol_001956,368.65,31
mol_001957,368.65,35
mol_001958,368.65,36
mol_001959,368.65,38
mol_001960,368.65,41
mol_001961,368.65,20
mol_001962,368.65,32
mol_001963,368.65,34
mol_001964,368.65,34
mol_001965,368.65,36
mol_001966,368.65,37
mol_001967,368.65,38
mol_001968,368.65,47
mol_001969,368.65,37
mol_001970,368.65,33
mol_001971,368.65,45
mol_001972,368.65,36
mol_001973,368.65,32
mol_001974,368.65,23
mol_001975,368.65,25
mol_001976,368.65,23
mol_001977,368.65,24
mol_001978,368.65,28
mol_001979,368.65,19
mol_001980,368.65,35
mol_001981,368.65,24
mol_001982,368.65,33
mol_001983,368.65,30
mol_001984,368.65,30
mol_001985,368.65,21
mol_001986,368.65,19
mol_001987,368.65,28
mol_001988,368.65,24
mol_001989,368.65,38
mol_001990,368.65,37
mol_001991,368.65,40
mol_001992,368.4,30
mol_001993,368.4,31
mol_001994,368.4,23
mol_001995,368.4,41
mol_001996,368.3,38
mol_001997,380.65,31
mol_001998,373.65,39
mol_001999,373.15,30
mol_002000,373.15,40
mol_002001,373.15,33
mol_002002,373.15,33
mol_002003,373.15,36
mol_002004,372.65,42
mol_002005,372.15,29
mol_002006,371.65,24
mol_002007,371.15,27
mol_002008,371.15,31
mol_002009,370.65,27
mol_002010,370.65,32
mol_002011,370.65,38
mol_002012,370.65,28
mol_002013,370.65,34
mol_002014,370.65,31
mol_002015,370.65,33
mol_002016,370.65,37
mol_002017,368.2,38
mol_002018,368.3,33
mol_002019,368.2,26
mol_002020,368.3,33
mol_002021,368.8,34
mol_002022,368.55,33
mol_002023,369.4,35
mol_002024,368.9,28
mol_002025,368.65,24
mol_002026,368.65,30
mol_002027,368.15,20
mol_002028,368.15,20
mol_002029,368.15,28
mol_002030,368.15,42
mol_002031,368.15,20
mol_002032,368.15,31
mol_002033,368.15,34
mol_002034,368.05,34
mol_002035,367.9,24
mol_002036,367.9,20
mol_002037,367.9,34
mol_002038,367.9,43
mol_002039,367.9,38
mol_002040,367.9,20
mol_002041,368.25,29
mol_002042,367.95,36
mol_002043,369.4,44
mol_002044,367.85,20
mol_002045,368.3,40
mol_002046,368.3,45
mol_002047,367.85,21
mol_002048,367.55,28
mol_002049,369.65,37
mol_002050,369.65,33
mol_002051,369.65,31
mol_002052,369.15,44
mol_002053,369.15,54
mol_002054,369.15,33
mol_002055,369.15,28
mol_002056,369.15,20
mol_002057,369.15,25
mol_002058,369.15,32
mol_002059,369.15,27
mol_002060,369.15,36
mol_002061,369.15,34
mol_002062,369.15,33
mol_002063,369.15,37
mol_002064,369.15,32
mol_002065,368.65,31
mol_002066,368.65,31
mol_002067,368.65,27
mol_002068,368.65,31
mol_002069,368.65,42
mol_002070,368.65,23
mol_002071,368.65,37
mol_002072,368.65,32
mol_002073,368.65,31
mol_002074,368.65,29
mol_002075,368.65,43
mol_002076,368.65,52
mol_002077,368.65,27
mol_002078,368.65,33
mol_002079,368.65,40
mol_002080,368.65,42
mol_002081,368.65,29
mol_002082,368.2,37
mol_002083,368.15,22
mol_002084,368.15,20
mol_002085,368.15,26
mol_002086,368.15,35
mol_002087,368.15,30
mol_002088,368.15,30
mol_002089,368.15,24
mol_002090,368.15,27
mol_002091,368.15,26
mol_002092,368.15,15
mol_002093,368.15,25
mol_002094,368.15,43
mol_002095,368.15,37
mol_002096,368.15,22
mol_002097,368.15,30
mol_002098,368.15,30
mol_002099,368.15,25
mol_002100,368.15,35
mol_002101,368.15,31
mol_002102,368.15,37
mol_002103,368.15,30
mol_002104,368.15,20
mol_002105,368.15,22
mol_002106,368.15,15
mol_002107,368.15,37
mol_002108,368.15,35
mol_002109,368.15,20
mol_002110,368.15,44
mol_002111,368.15,32
mol_002112,368.15,36
mol_002113,368.15,20
mol_002114,368.15,25
mol_002115,368.15,16
mol_002116,368.15,27
mol_002117,368.15,29
mol_002118,368.15,16
mol_002119,368.15,22
mol_002120,368.15,30
mol_002121,368.15,29
mol_002122,368.15,33
mol_002123,368.15,36
mol_002124,368.15,43
mol_002125,368.15,38
mol_002126,368.15,22
mol_002127,368.15,27
mol_002128,368.15,20
mol_002129,368.15,35
mol_002130,368.15,46
mol_002131,368.15,34
mol_002132,368.15,32
mol_002133,368.15,28
mol_002134,368.15,20
mol_002135,368.15,40
mol_002136,368.15,33
mol_002137,368.15,36
mol_002138,368.15,35
mol_002139,368.15,34
mol_002140,368.15,42
mol_002141,368.15,31
mol_002142,368.15,21
mol_002143,368.15,19
mol_002144,368.15,26
mol_002145,368.15,37
mol_002146,368.15,41
mol_002147,368.15,29
mol_002148,368.15,27
mol_002149,368.15,26
